Data File:  G:\Meu Drive\Integrated Design\Bancada para o Controle\Henrique\Testes Passivos\REG_CVHS_passivo\01_11_2019\Transient\20191031_LaFeSi_CVHS_mf20_dT3K_Th303_Fb0p5_f0p75_cycle_10_35_27.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: sexta-feira, 1 de novembro de 2019 @ 10:35:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Test Apparatus - Experimentos iniciais - POLO-UFSC 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Run Time [s],T Reg Hot [�C],T Reg Cold [�C],T CHEX in [�C],T CHEX out [�C],T HHEX in [�C],T HHEX out [�C],T amb left [�C],T amb door [�C],T amb right [�C],T cab down [�C] ,T cab middle [�C],T cab up [�C],Torque [Nm],Displacement [%], MFR - HB [kg/h], MFR - CB [kg/h],HighFlow [L/h],LowFlow [L/h],P Hot in [bar],P Cold in [bar],P Cold out [bar] ,P Hot out [bar],P sys in [bar],P sys out [bar],dp Cold [bar],dp Hot [bar],dp System [bar],Field [V],V_VHB_high [V],I_VHB_high [A],V_VHB_low [V],I_VHB_low [A],V_VCB_high [V],I_VCB_high [A],V_VCB_low [V],I_VCB_low [A],f AMR [Hz],Vazao setada [kg/h],FB [%],W pump [W],W motor [W],W VHB High [W],W VHB Low [W],W VCB High [W],W VCB Low [W]
2447.91333,30.45864,27.75603,27.55661,30.43298,30.61194,27.70243,25.46578,25.91333,27.93108,26.38287,26.35390,26.33292,-0.23892,0.23850,19.92847,0.15688,21.44130,2.21977,1.84122,1.89073,1.82937,1.86995,2.08791,1.87146,0.06136,-0.02873,0.21645,2.70598,0.00797,-0.00243,-0.00992,-0.00409,23.79858,0.23075,23.79052,0.26265,0.75000,1.53000,50.00000,0.11389,-0.56114,1.69757,1.66678,1.53598,1.61559
2447.92000,30.45355,27.76192,27.57492,30.43249,30.54289,27.70560,25.50600,25.89758,27.93597,26.37857,26.35329,26.34472,-0.23924,0.23104,19.87921,0.14985,21.43681,2.23231,1.84150,1.89129,1.82965,1.87050,2.08542,1.87146,0.06164,-0.02901,0.21396,2.70742,0.00797,-0.00247,-0.01038,-0.00389,24.34558,0.00093,24.26197,0.00123,0.75000,1.53000,50.00000,0.11390,-0.56114,1.69757,1.66678,1.53598,1.61559
2447.92667,30.44930,27.74641,27.57114,30.43227,30.60929,27.70829,25.48484,25.90141,27.92973,26.37771,26.35685,26.34152,-0.23860,0.23352,19.84754,0.13929,21.43906,2.21837,1.84094,1.89156,1.82993,1.87133,2.08377,1.87146,0.06164,-0.03039,0.21230,2.70574,0.00797,-0.00243,-0.00899,-0.00381,24.38214,0.00097,24.30407,0.00135,0.75000,1.53000,50.00000,0.11389,-0.56114,1.69757,1.66678,1.52943,1.60837
2447.93333,30.46968,27.64953,27.59851,30.46445,30.61414,27.72563,25.50918,25.89918,27.93315,26.38730,26.35674,26.32604,-0.23892,0.23850,19.77717,0.15337,21.44130,2.23092,1.84094,1.89350,1.82993,1.87271,2.08169,1.87119,0.06357,-0.03177,0.21051,2.70718,0.00704,-0.00243,-0.01131,-0.00417,24.37288,0.00105,24.31194,0.00103,0.75000,1.53000,50.00000,0.11389,-0.56114,1.69757,1.66678,1.52943,1.60836
2447.94000,30.45743,27.71968,27.54707,30.48242,30.62893,27.70034,25.48521,25.92348,27.89009,26.37710,26.35392,26.33907,-0.23892,0.23104,19.71735,0.15688,21.43681,2.22256,1.84150,1.89515,1.82993,1.87271,2.08128,1.87063,0.06523,-0.03122,0.21065,2.70610,0.00750,-0.00243,-0.00946,-0.00373,24.39047,0.00093,24.30963,0.00115,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.52943,1.60836
2447.94667,30.47176,27.73335,27.58383,30.48011,30.60953,27.70974,25.46749,25.90741,27.92362,26.36727,26.34851,26.34593,-0.23924,0.23352,19.62587,0.16744,21.43681,2.22283,1.84094,1.89488,1.82937,1.87354,2.07921,1.87119,0.06550,-0.03260,0.20802,2.70598,0.00889,-0.00235,-0.01038,-0.00397,24.83565,0.00878,24.77831,0.00199,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.52470,1.60247
2447.95333,30.52393,27.71554,27.55770,30.46845,30.61729,27.70331,25.47869,25.90385,27.92288,26.37968,26.34052,26.33722,-0.23892,0.23352,19.52031,0.20262,21.43681,2.23538,1.84205,1.89598,1.83048,1.87437,2.07713,1.87119,0.06551,-0.03232,0.20595,2.70730,0.00750,-0.00251,-0.00946,-0.00377,24.34743,0.00085,24.26706,0.00123,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.52470,1.60247
2447.96000,30.46158,27.74839,27.56589,30.47223,30.61996,27.69462,25.49258,25.88911,27.92679,26.38349,26.35193,26.34521,-0.23956,0.23104,19.41123,0.23780,21.43233,2.22033,1.84205,1.89764,1.83048,1.87575,2.07465,1.87119,0.06717,-0.03371,0.20346,2.70582,0.00750,-0.00243,-0.00992,-0.00381,24.37751,0.00089,24.29713,0.00099,0.75000,1.53000,50.00000,0.11389,-0.56114,1.69757,1.66678,1.52470,1.60246
2447.96667,30.46593,27.71601,27.57091,30.47659,30.64058,27.75479,25.50415,25.87780,27.89180,26.37575,26.36473,26.34864,-0.23892,0.23601,19.28104,0.30113,21.43681,2.23008,1.84343,1.89764,1.83131,1.87631,2.07340,1.87091,0.06634,-0.03288,0.20249,2.70674,0.00750,-0.00235,-0.01084,-0.00397,23.84763,0.23872,23.80856,0.26926,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.53037,1.60883
2447.97333,30.49090,27.70164,27.56221,30.47454,30.61635,27.71391,25.51411,25.90693,27.94612,26.34994,26.35857,26.33698,-0.23860,0.23104,19.13677,0.37502,21.43681,2.22311,1.84426,1.89985,1.83268,1.87879,2.07133,1.87063,0.06717,-0.03454,0.20070,2.70574,0.00750,-0.00243,-0.00992,-0.00409,24.38861,0.00109,24.30546,0.00119,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.53037,1.60883
2447.98000,30.45164,27.71992,27.56552,30.46154,30.58383,27.71600,25.48041,25.88789,27.91848,26.37992,26.33611,26.36706,-0.23828,0.23104,18.96787,0.47001,21.43681,2.22283,1.84481,1.90096,1.83268,1.87990,2.06967,1.87036,0.06828,-0.03509,0.19932,2.70626,0.00750,-0.00239,-0.01038,-0.00373,24.39324,0.00125,24.31472,0.00111,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.52366,1.60454
2447.98667,30.47721,27.70730,27.56602,30.46979,30.61802,27.69927,25.47303,25.91073,27.92814,26.37390,26.34299,26.35674,-0.23892,0.23601,18.77083,0.61778,21.43906,2.23594,1.84591,1.90262,1.83406,1.88128,2.06719,1.87036,0.06855,-0.03537,0.19683,2.70722,0.00750,-0.00251,-0.01038,-0.00385,24.35298,0.00109,24.27123,0.00127,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.52367,1.60454
2447.99333,30.47176,27.68552,27.58190,30.47041,30.61632,27.69388,25.47954,25.91073,27.92203,26.37084,26.35071,26.34054,-0.23892,0.23104,18.55267,0.73388,21.43906,2.22033,1.84591,1.90289,1.83406,1.88183,2.06636,1.87063,0.06883,-0.03592,0.19573,2.70590,0.00750,-0.00243,-0.01131,-0.00389,24.37843,0.00117,24.29528,0.00119,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.52369,1.60453
2448.00000,30.48411,27.66929,27.56575,30.49044,30.62251,27.70146,25.48644,25.92106,27.94123,26.37562,26.35305,26.32519,-0.23796,0.24098,18.32396,0.88516,21.43233,2.23008,1.84646,1.90428,1.83434,1.88266,2.06304,1.87091,0.06994,-0.03620,0.19213,2.70674,0.00797,-0.00243,-0.01038,-0.00385,24.72551,0.00237,24.59463,0.00058,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.51848,1.59840
2448.00667,30.47708,27.65680,27.57590,30.46942,30.62508,27.69364,25.47524,25.93322,27.94539,26.34097,26.36826,26.33278,-0.23860,0.23104,18.04950,1.07867,21.43457,2.22228,1.84702,1.90455,1.83489,1.88377,2.06139,1.87036,0.06966,-0.03675,0.19103,2.70582,0.00750,-0.00251,-0.01084,-0.00405,24.38723,0.00089,24.30315,0.00143,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.51848,1.59841
2448.01333,30.45465,27.69625,27.58044,30.46093,30.61632,27.71341,25.49886,25.90409,27.92581,26.37083,26.34668,26.34843,-0.23860,0.23352,17.77152,1.27217,21.43681,2.22200,1.84757,1.90511,1.83517,1.88432,2.05973,1.87008,0.06994,-0.03675,0.18965,2.70622,0.00750,-0.00227,-0.01131,-0.00385,24.38676,0.00097,24.30500,0.00123,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.51847,1.59841
2448.02000,30.49140,27.70285,27.57151,30.46711,30.60661,27.70109,25.49369,25.90876,27.92007,26.38815,26.39356,26.34029,-0.23828,0.23104,17.46188,1.50790,21.43906,2.23454,1.84867,1.90621,1.83655,1.88487,2.06014,1.86980,0.06966,-0.03620,0.19034,2.70730,0.00797,-0.00259,-0.00946,-0.00377,23.83560,0.24713,23.75859,0.27679,0.75000,1.53000,50.00000,0.11389,-0.56113,1.69757,1.66678,1.52434,1.60495
2448.02667,30.47915,27.65993,27.55611,30.44817,30.61207,27.70536,25.48976,25.91859,27.93217,26.37513,26.34777,26.32739,-0.23828,0.23104,17.14520,1.75066,21.44130,2.21977,1.84867,1.90621,1.83710,1.88515,2.05807,1.86953,0.06911,-0.03647,0.18854,2.70554,0.00658,-0.00247,-0.01131,-0.00393,24.37843,0.00101,24.29297,0.00123,0.75000,1.53000,50.00000,0.11389,-0.56112,1.69757,1.66678,1.52434,1.60495
2448.03333,30.46848,27.67646,27.56306,30.44525,30.61635,27.71341,25.48595,25.88773,27.93902,26.36788,26.35512,26.34559,-0.23892,0.23352,16.80741,2.01805,21.43906,2.23092,1.84922,1.90732,1.83738,1.88542,2.05517,1.86980,0.06994,-0.03620,0.18537,2.70750,0.00704,-0.00251,-0.01038,-0.00381,24.40203,0.00109,24.31610,0.00127,0.75000,1.53000,50.00000,0.11389,-0.56112,1.69757,1.66678,1.51854,1.60491
2448.04000,30.49103,27.68185,27.60071,30.47087,30.61863,27.71782,25.41153,25.90276,27.93145,26.36677,26.34004,26.36252,-0.23860,0.22606,16.44498,2.30654,21.44130,2.22339,1.84950,1.90759,1.83793,1.88598,2.05641,1.86953,0.06967,-0.03648,0.18689,2.70606,0.00750,-0.00239,-0.01038,-0.00385,24.39324,0.00129,24.31009,0.00131,0.75000,1.53000,50.00000,0.11389,-0.56112,1.69757,1.66678,1.51855,1.60491
2448.04667,30.47139,27.68979,27.57614,30.45970,30.61438,27.70610,25.47389,25.91073,27.92203,26.42526,26.42339,26.34619,-0.23924,0.24098,16.07904,2.62319,21.43906,2.22283,1.85033,1.90759,1.83765,1.88653,2.05641,1.87008,0.06994,-0.03620,0.18633,2.70610,0.00750,-0.00243,-0.01084,-0.00397,24.40435,0.00089,24.32119,0.00131,0.75000,1.53000,50.00000,0.11389,-0.56112,1.69757,1.66678,1.51854,1.60491
2448.05333,30.48541,27.67649,27.56430,30.43839,30.60832,27.68314,25.48447,25.92645,27.93438,26.40302,26.33425,26.34152,-0.23828,0.23104,15.68847,2.95742,21.43681,2.23510,1.85033,1.90704,1.83820,1.88708,2.05517,1.87036,0.06884,-0.03675,0.18481,2.70754,0.00797,-0.00239,-0.00992,-0.00389,24.47238,0.00005,24.32813,0.00183,0.75000,1.53000,50.00000,0.11388,-0.56112,1.69757,1.66678,1.51300,1.59859
2448.06000,30.46349,27.65990,27.59138,30.45508,30.62482,27.71155,25.49603,25.91068,27.98624,26.37550,26.35451,26.34729,-0.23796,0.23104,15.29086,3.31628,21.43906,2.22033,1.85116,1.90732,1.83848,1.88680,2.05641,1.87008,0.06884,-0.03565,0.18633,2.70562,0.00750,-0.00247,-0.01038,-0.00389,24.37843,0.00081,24.29343,0.00123,0.75000,1.53000,50.00000,0.11389,-0.56112,1.69757,1.66678,1.51299,1.59860
2448.06667,30.50425,27.66212,27.57688,30.44685,30.60226,27.71815,25.47624,25.89968,27.90637,26.37169,26.35146,26.34568,-0.23860,0.23601,14.87917,3.69626,21.43681,2.23092,1.85171,1.90787,1.83903,1.88763,2.05476,1.87008,0.06884,-0.03592,0.18468,2.70738,0.00658,-0.00263,-0.01084,-0.00381,24.39509,0.00097,24.31287,0.00115,0.75000,1.53000,50.00000,0.11388,-0.56112,1.69757,1.66678,1.51300,1.59859
2448.07333,30.48545,27.66841,27.60866,30.45970,30.60698,27.70378,25.46220,25.90226,27.94880,26.35068,26.36167,26.35576,-0.23764,0.22855,14.45693,4.08678,21.43906,2.22256,1.85226,1.90815,1.83931,1.88763,2.05434,1.87036,0.06884,-0.03537,0.18398,2.70598,0.00658,-0.00243,-0.01084,-0.00389,23.90548,0.25478,23.82059,0.28372,0.75000,1.53000,50.00000,0.11388,-0.56111,1.69757,1.66678,1.51906,1.60532
2448.08000,30.48243,27.64671,27.55746,30.45508,30.62602,27.70853,25.47647,25.90717,27.93610,26.35276,26.34593,26.34815,-0.23828,0.23352,14.03821,4.49490,21.44355,2.22367,1.85226,1.90787,1.83958,1.88791,2.05351,1.87063,0.06829,-0.03565,0.18288,2.70618,0.00658,-0.00243,-0.01131,-0.00397,24.41360,0.00061,24.33183,0.00127,0.75000,1.53000,50.00000,0.11388,-0.56111,1.69757,1.66678,1.51906,1.60532
2448.08667,30.46593,27.66720,27.58055,30.45327,30.61123,27.82582,25.47377,25.90053,27.91885,26.37107,26.34715,26.33342,-0.23796,0.23601,13.60189,4.93820,21.44130,2.23705,1.85281,1.90842,1.84041,1.88736,2.05393,1.87063,0.06801,-0.03454,0.18329,2.70738,0.00843,-0.00247,-0.00992,-0.00393,24.26737,0.00137,24.19674,0.00139,0.75000,1.53000,50.00000,0.11388,-0.56111,1.69757,1.66678,1.51903,1.60533
2448.09333,30.47125,27.66599,27.56552,30.44622,30.59303,27.69317,25.49322,25.91293,27.91909,26.37366,26.35573,26.35233,-0.23764,0.23104,13.14798,5.38502,21.43906,2.22088,1.85254,1.90815,1.84041,1.88763,2.05393,1.87036,0.06774,-0.03510,0.18357,2.70574,0.00750,-0.00239,-0.01038,-0.00385,24.37843,0.00093,24.29205,0.00143,0.75000,1.53000,50.00000,0.11388,-0.56111,1.69757,1.66678,1.51903,1.60534
2448.10000,30.47210,27.66111,27.58103,30.44853,30.65345,27.70583,25.48755,25.91920,27.92055,26.38791,26.36446,26.38130,-0.23828,0.23352,12.70463,5.84591,21.43233,2.23092,1.85337,1.90842,1.84013,1.88819,2.05310,1.87036,0.06829,-0.03482,0.18274,2.70726,0.00797,-0.00247,-0.00992,-0.00389,24.39232,0.00089,24.30731,0.00119,0.75000,1.53000,50.00000,0.11388,-0.56111,1.69757,1.66678,1.51902,1.60534
2448.10667,30.47648,27.65279,27.54829,30.42886,30.60554,27.71513,25.48950,25.91307,27.94697,26.35743,26.37981,26.32248,-0.23796,0.23352,12.25072,6.32088,21.44130,2.22395,1.85281,1.90815,1.84041,1.88736,2.05227,1.87036,0.06774,-0.03454,0.18191,2.70598,0.00797,-0.00255,-0.01038,-0.00385,24.51125,0.00081,24.42067,0.00139,0.75000,1.53000,50.00000,0.11388,-0.56111,1.69757,1.66678,1.51326,1.59882
2448.11333,30.44699,27.67602,27.56174,30.41596,30.61327,27.65580,25.48360,25.90103,27.93448,26.37120,26.34543,26.33809,-0.23796,0.24098,11.79329,6.78881,21.44355,2.22228,1.85392,1.90842,1.83958,1.88763,2.05351,1.87063,0.06884,-0.03372,0.18288,2.70606,0.00704,-0.00243,-0.01038,-0.00401,24.38954,0.00105,24.30454,0.00119,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51327,1.59882
2448.12000,30.46520,27.65013,27.57151,30.43007,30.61752,27.69620,25.48963,25.86576,27.91664,26.36493,26.36213,26.33844,-0.23732,0.23352,11.32883,7.26729,21.43906,2.23649,1.85309,1.90815,1.83986,1.88763,2.05351,1.87091,0.06829,-0.03454,0.18260,2.70766,0.00750,-0.00251,-0.01038,-0.00377,24.33401,0.00121,24.26197,0.00131,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51327,1.59882
2448.12667,30.44327,27.67064,27.56919,30.45084,30.61585,27.71354,25.49640,25.91049,27.92410,26.37869,26.34790,26.34447,-0.23796,0.23352,10.86788,7.75281,21.43906,2.22088,1.85198,1.90842,1.84041,1.88736,2.05393,1.86953,0.06801,-0.03537,0.18440,2.70554,0.00704,-0.00251,-0.00992,-0.00381,23.86429,0.26275,23.76923,0.29005,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51952,1.60569
2448.13333,30.44565,27.67441,27.57646,30.45072,30.61558,27.70903,25.46431,25.91171,27.92692,26.36149,26.37712,26.31657,-0.23828,0.24098,10.42101,8.24185,21.43681,2.23148,1.85198,1.90870,1.84013,1.88708,2.05476,1.87036,0.06856,-0.03510,0.18440,2.70714,0.00750,-0.00251,-0.01177,-0.00385,24.38584,0.00117,24.30176,0.00111,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51953,1.60569
2448.14000,30.45295,27.69868,27.59606,30.42544,30.61719,27.72579,25.49210,25.88186,27.93634,26.35707,26.34984,26.33292,-0.23764,0.23352,9.96358,8.72034,21.44130,2.22367,1.85226,1.90787,1.83903,1.88598,2.05434,1.87008,0.06884,-0.03371,0.18426,2.70618,0.00658,-0.00247,-0.00946,-0.00389,24.40111,0.00077,24.32073,0.00131,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51953,1.60567
2448.14667,30.45211,27.68137,27.57212,30.43929,30.60819,27.70523,25.47599,25.90385,27.94856,26.37906,26.34678,26.35785,-0.23860,0.23601,9.50967,9.19530,21.43681,2.22172,1.85198,1.90787,1.83931,1.88653,2.05558,1.87063,0.06856,-0.03454,0.18495,2.70586,0.00797,-0.00231,-0.01038,-0.00389,24.38445,0.00049,23.59296,0.21102,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51952,1.61062
2448.15333,30.44301,27.66013,27.56832,30.43091,30.59434,27.70671,25.50181,25.90975,27.93047,26.36690,26.34530,26.34521,-0.23764,0.23352,9.08039,9.67730,21.43681,2.23510,1.85171,1.90759,1.83931,1.88653,2.05558,1.87008,0.06829,-0.03482,0.18550,2.70742,0.00843,-0.00235,-0.01084,-0.00397,24.34511,0.00117,24.27030,0.00119,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51952,1.61062
2448.16000,30.43353,27.64562,27.57091,30.43030,30.60856,27.72005,25.47636,25.91086,27.93303,26.35609,26.34434,26.33416,-0.23796,0.23352,8.64408,10.13820,21.44130,2.21865,1.85143,1.90732,1.83903,1.88598,2.05641,1.86980,0.06829,-0.03454,0.18661,2.70582,0.00704,-0.00239,-0.01084,-0.00389,24.41823,0.00089,24.35080,0.00091,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51356,1.60393
2448.16667,30.42369,27.67548,27.59167,30.44184,30.60845,27.70503,25.46579,25.89487,27.91481,26.35117,26.35119,26.34434,-0.23796,0.23352,8.20424,10.59205,21.43906,2.22953,1.85171,1.90759,1.83931,1.88625,2.05641,1.87008,0.06829,-0.03454,0.18633,2.70690,0.00750,-0.00239,-0.01084,-0.00389,24.38537,0.00093,24.30176,0.00143,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51356,1.60393
2448.17333,30.41887,27.66882,27.55844,30.43905,30.61391,27.68119,25.48963,25.91160,27.93669,26.32782,26.37673,26.34065,-0.23764,0.23104,7.79256,11.05646,21.44355,2.22200,1.85143,1.90732,1.83848,1.88625,2.05641,1.87036,0.06884,-0.03482,0.18606,2.70606,0.00750,-0.00255,-0.01084,-0.00389,24.39509,0.00113,24.31101,0.00111,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51356,1.60393
2448.18000,30.42564,27.66343,27.56845,30.39689,30.60006,27.70317,25.49086,25.88813,27.93425,26.38226,26.35674,26.35036,-0.23796,0.23352,7.39143,11.49976,21.43681,2.22200,1.85060,1.90704,1.83765,1.88598,2.05600,1.86980,0.06939,-0.03537,0.18620,2.70582,0.00843,-0.00251,-0.00946,-0.00393,23.88604,0.27040,23.78866,0.29553,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.52000,1.61092
2448.18667,30.40210,27.65502,27.56797,30.42399,30.59085,27.69950,25.45855,25.89540,27.94012,26.34995,26.36311,26.32445,-0.23732,0.23104,7.00086,11.93955,21.44130,2.23482,1.85088,1.90649,1.83848,1.88515,2.05600,1.87036,0.06801,-0.03427,0.18564,2.70746,0.00658,-0.00247,-0.01084,-0.00389,24.34696,0.00081,24.26475,0.00115,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51999,1.61092
2448.19333,30.43002,27.65680,27.56710,30.41257,30.61086,27.71145,25.51509,25.89416,27.90955,26.37084,26.36385,26.43227,-0.23668,0.23352,6.62084,12.34415,21.43681,2.21782,1.85060,1.90676,1.83793,1.88515,2.05600,1.87008,0.06884,-0.03454,0.18592,2.70606,0.00658,-0.00247,-0.00992,-0.00393,24.37519,0.00097,24.29205,0.00115,0.75000,1.53000,50.00000,0.11388,-0.56110,1.69757,1.66678,1.51997,1.61094
2448.20000,30.40465,27.65757,27.53008,30.45218,30.60892,27.70071,25.47857,25.91219,27.95342,26.30389,26.34606,26.34274,-0.23700,0.23850,6.25841,12.76986,21.44130,2.22674,1.85005,1.90594,1.83765,1.88487,2.05641,1.87008,0.06828,-0.03482,0.18633,2.70686,0.00704,-0.00243,-0.01084,-0.00385,24.36362,0.15435,23.60036,0.23401,0.75000,1.53000,50.00000,0.11388,-0.56109,1.69757,1.66678,1.52371,1.61643
2448.20667,30.41352,27.65037,27.58422,30.42836,30.61160,27.71647,25.47942,25.91245,27.95658,26.38238,26.35193,26.33759,-0.23764,0.23850,5.90303,13.15335,21.43457,2.21921,1.84922,1.90566,1.83682,1.88432,2.05683,1.86980,0.06884,-0.03509,0.18702,2.70598,0.00750,-0.00251,-0.00946,-0.00401,24.38908,0.00101,24.30639,0.00127,0.75000,1.53000,50.00000,0.11388,-0.56109,1.69757,1.66678,1.52372,1.61643
2448.21333,30.42734,27.66000,27.58031,30.43054,30.59424,27.70671,25.49148,25.80275,27.92618,26.36727,26.35329,26.34693,-0.23828,0.23104,5.57579,13.52628,21.43233,2.21810,1.84922,1.90566,1.83627,1.88432,2.05641,1.87008,0.06939,-0.03509,0.18633,2.70594,0.00889,-0.00231,-0.01131,-0.00385,24.41684,0.00105,24.34988,0.00151,0.75000,1.53000,50.00000,0.11387,-0.56109,1.69757,1.66678,1.51753,1.60955
2448.22000,30.42249,27.64939,27.56491,30.42605,30.70799,27.69694,25.48250,25.90029,27.92851,26.37476,26.34482,26.36276,-0.23764,0.23601,5.24152,13.90274,21.44130,2.23148,1.84867,1.90511,1.83600,1.88377,2.05600,1.87063,0.06911,-0.03509,0.18537,2.70734,0.00797,-0.00243,-0.01084,-0.00389,24.36455,0.00101,24.26799,0.00115,0.75000,1.53000,50.00000,0.11387,-0.56109,1.69757,1.66678,1.51754,1.60955
2448.22667,30.42128,27.65037,27.55899,30.43505,30.60384,27.71513,25.47573,25.90653,27.92288,26.37746,26.36016,26.35294,-0.23828,0.23104,4.93187,14.25808,21.44130,2.21531,1.84784,1.90455,1.83600,1.88349,2.05683,1.87036,0.06856,-0.03564,0.18647,2.70582,0.00843,-0.00255,-0.00992,-0.00389,24.37704,0.00077,24.29390,0.00123,0.75000,1.53000,50.00000,0.11387,-0.56110,1.69757,1.66678,1.51753,1.60955
2448.23333,30.40696,27.67259,27.57114,30.51061,30.58600,27.72909,25.47463,25.91296,27.93668,26.38385,26.33794,26.33636,-0.23764,0.23850,4.63631,14.59935,21.43457,2.22534,1.84757,1.90511,1.83572,1.88349,2.05641,1.87036,0.06939,-0.03592,0.18606,2.70710,0.00704,-0.00243,-0.00992,-0.00357,23.88234,0.27829,23.78172,0.30270,0.75000,1.53000,50.00000,0.11387,-0.56110,1.69757,1.66678,1.52414,1.61159
2448.24000,30.40234,27.65074,27.56602,30.40795,30.63098,27.69755,25.47181,25.95816,27.94489,26.36543,26.34251,26.36030,-0.23764,0.23352,4.34426,14.92303,21.43681,2.21782,1.84757,1.90400,1.83489,1.88238,2.05931,1.87036,0.06911,-0.03482,0.18896,2.70626,0.00797,-0.00247,-0.00992,-0.00385,24.38584,0.00089,24.30361,0.00115,0.75000,1.53000,50.00000,0.11387,-0.56110,1.69757,1.66678,1.52414,1.61159
2448.24667,30.40733,27.66222,27.57418,30.41475,30.63477,27.70731,25.47623,25.91625,27.92716,26.38201,26.35661,26.35930,-0.23764,0.23104,4.06628,15.22912,21.43906,2.21642,1.84729,1.90428,1.83517,1.88266,2.05849,1.87063,0.06911,-0.03537,0.18785,2.70602,0.00750,-0.00239,-0.01084,-0.00381,24.38260,0.00101,24.30130,0.00123,0.75000,1.53000,50.00000,0.11387,-0.56110,1.69757,1.66678,1.52413,1.61159
2448.25333,30.39919,27.63600,27.57463,30.41827,30.60986,27.71099,25.49529,25.90188,27.91579,26.37317,26.32210,26.35073,-0.23796,0.23352,3.81294,15.52466,21.44130,2.23064,1.84757,1.90455,1.83572,1.88294,2.05807,1.87063,0.06883,-0.03537,0.18744,2.70734,0.00658,-0.00239,-0.00992,-0.00393,23.67039,0.21686,23.67809,0.24591,0.75000,1.53000,50.00000,0.11387,-0.56110,1.69757,1.66678,1.52924,1.61738
2448.26000,30.41546,27.76946,27.57725,30.39034,30.59376,27.71159,25.47636,25.89107,27.92777,26.37009,26.35966,26.34532,-0.23796,0.22606,3.57015,15.82371,21.43906,2.21447,1.84757,1.90428,1.83517,1.88266,2.05807,1.87119,0.06911,-0.03509,0.18688,2.70558,0.00658,-0.00247,-0.01084,-0.00373,24.37566,0.00077,24.29066,0.00155,0.75000,1.53000,50.00000,0.11387,-0.56110,1.69757,1.66678,1.52924,1.61739
2448.26667,30.40381,27.64428,27.58726,30.40466,30.59885,27.70927,25.49786,25.91285,27.91261,26.39737,26.35464,26.35552,-0.23828,0.23352,3.33791,16.09462,21.43681,2.22367,1.84729,1.90317,1.83434,1.88321,2.05807,1.87008,0.06883,-0.03592,0.18799,2.70714,0.00704,-0.00243,-0.01038,-0.00385,24.41083,0.00097,24.33924,0.00139,0.75000,1.53000,50.00000,0.11387,-0.56109,1.69757,1.66678,1.52288,1.61036
2448.27333,30.41623,27.65609,27.57064,30.40868,30.59282,27.70351,25.48680,25.90558,27.94073,26.37808,26.35183,26.34299,-0.23828,0.23601,3.11624,16.35497,21.43681,2.21614,1.84729,1.90372,1.83462,1.88266,2.05849,1.87091,0.06911,-0.03537,0.18758,2.70598,0.00704,-0.00255,-0.00992,-0.00397,24.39047,0.00109,24.30870,0.00127,0.75000,1.53000,50.00000,0.11387,-0.56109,1.69757,1.66678,1.52287,1.61036
